Title,Date
Michael Gove bars Tory minister Amber Rudd from Lima climate change talks,7/12/2014
A new strategy for tackling climate change - podcast,17/11/2014
Canada wildfires: blazes intensifying due to climate crisis says Kamala Harris; Trudeau accuses opposition of inaction – as it happened,8/6/2023
Canada wildfires smoke could linger over parts of US for days officials warn,8/6/2023
Canada’s wildfires are part of our new climate reality experts and officials say,7/6/2023
Record-breaking Texas heatwave enters third week as thousands lose power,24/6/2023
About 6m across US at risk of extreme weather as over 700000 without power,26/6/2023
Spain battles ‘out of control’ wildfire on Tenerife – in pictures,17/8/2023
Longer heatwaves driven by ‘turbo-charged’ climate change say scientists,17/7/2023
Wildfires rage around Athens for third day as water bombers join effort,19/7/2023
We are full of bright ideas to solve ecological problems. So let’s act on them | Chris Packham,6/5/2019
Loss of biodiversity is just as catastrophic as climate change | Robert Watson,6/5/2019
Huge private sector investment puts Paris climate target in reach says report,2/11/2017
Top scientists warn of 'ghastly future of mass extinction' and climate disruption,13/1/2021
Brazil accused of holding up UN biodiversity talks,20/11/2020
World’s consumption of materials hits record 100bn tonnes a year,22/1/2020
Humans have already used up 2015's supply of Earth's resources – analysis,12/8/2015
People want a greener happier world now. But our politicians have other ideas | George Monbiot,21/7/2020
Climate protesters gather in Parliament Square as fossil fuel deadline passes,24/4/2023
‘I’m not the guilty one’: the water protector facing jail time for trying to stop a pipeline,27/8/2023
EU faces legal action after including gas and nuclear in ‘green’ investments guide,17/4/2023
Italy’s disasters suggest the climate crisis is at the gates of Europe,18/5/2023
So what if fossil fuel lobbyists have to declare themselves at Cop28? That won’t curb their power| Amy Westervelt,28/6/2023
Tories received £1.3m from fossil fuel interests and climate sceptics since 2019,25/10/2021
Climate change protests: four teenage girls among 30 arrested in Sydney,7/10/2019
Extinction Rebellion: fresh protests to 'shut down' Westminster,6/10/2019
Thanks to Extinction Rebellion we’re experiencing a climate culture change | Polly Toynbee,7/10/2019
‘It was terrifying’: Stop Oil activists on the new battle against fossil fuel,15/10/2022
Protesters continue to block UK oil terminals despite more than 100 arrests,2/4/2022
Teal independents punish Liberal moderates for inaction on climate crisis and integrity commission,21/5/2022
Why the collapse of an Atlantic ocean current could mean La Niña becomes the norm | Matthew England Andréa S. Taschetto and Bryam Orihuela-Pinto for the Conversation,7/6/2022
I’ve had a long battle with climate despair. Now I’m leaving the ‘denial machine’ to their demons | Clive Hamilton,6/9/2022
Climate change’s top five tipping points are out! Tag yourself! I’m Greenland’s melting ice cap | First Dog on the Moon,14/9/2022
Naomi Klein at the Great Barrier Reef: what have we left for our children? – video,7/11/2016
Let’s make this a real ‘leap’ year and go fossil fuel-free | Naomi Klein,4/2/2016
Naomi Klein: ‘Trump is an idiot but don’t underestimate how good he is at that’,11/6/2017
'We need a moratorium on all coalmines': Naomi Klein in conversation – Behind the Lines podcast,10/11/2016
Artificial fog and breeding coral: study picks best Great Barrier Reef rescue ideas,15/4/2020
Greenhouse gas levels pass symbolic 400ppm CO2 milestone,1/6/2012
Global emissions stall in 2014 following slowdown in China's economy,13/3/2015
Australia turns back on allies as it refuses to cut emissions above Paris pledge,12/12/2018
Australia likely to use controversial Kyoto loophole to meet Paris agreement,12/12/2018
Who’s the world’s leading eco-vandal? It’s Angela Merkel | George Monbiot,19/9/2017
Cuadrilla is to start fracking in Lancashire. But we will not give in | Caroline Lucas,13/10/2018
Underground magma triggered Earth’s worst mass extinction with greenhouse gases | Howard Lee,1/8/2017
Recessions make climate change costlier Hope family research finds | Dana Nuccitelli,12/7/2013
Perfect temperature for economic success – 13C,21/10/2015
Citi report: slowing global warming would save tens of trillions of dollars | Dana Nuccitelli,31/8/2015
'The war on coal is over': EPA boss to roll back Obama's clean power rules,9/10/2017
Oil bosses call for a strong deal at Paris climate talks,16/10/2015
Despite Trump American companies are still investing in renewable energy | John Abraham,11/10/2017
Fightback begins over Trump's 'illegal and irresponsible' clean power repeal,10/10/2017
Republican hearing calls for a lower carbon pollution price. It should be much higher | Dana Nuccitelli,1/3/2017
As a warming world wreaks havoc Trump wages war on climate science | John Podesta,27/11/2018
Matt Ridley's misguided climate policy | Dana Nuccitelli,23/5/2013
Even Republicans at odds with Trump's climate posture poll finds,29/11/2018
Sinking Santa Cruz: climate change threatens famed California beach town,11/10/2018
'It's a ghost page': EPA site's climate change section may be gone for good,1/11/2018
Arctic has warmest winter on record: 'It's just crazy crazy stuff',6/3/2018
Arctic spring is starting 16 days earlier than a decade ago study shows,2/3/2018
One quarter of Alaska permafrost could melt by 2100 – US Geological Survey,9/12/2015
Yes there's still hope Australia can cross the bridge to a low-carbon world | Ross Garnaut,2/11/2019
Great Barrier Reef hard coral cover close to record lows,11/7/2019
Warren Entsch declares war on plastic in new Great Barrier Reef envoy role,27/5/2019
Australia removes climate 'crisis' from Pacific islands draft declaration,14/8/2019
Scott Morrison condemns Alan Jones's call to 'shove sock down throat' of Jacinda Ardern,15/8/2019
'Both sides' of the climate change debate? How bad we think it is and how bad it really is | Greg Jericho,3/8/2019
Climate change could make insurance too expensive for most people – report,21/3/2019
Marine heatwave set off 'carbon bomb' in world's largest seagrass meadow,20/3/2018
Doubters urge BHP to match bold climate pledge with action,24/7/2019
I’m an ordinary person who joined an Extinction Rebellion blockade. Here's why you should too,23/7/2019
Great Barrier Reef expert panel says Peter Ridd misrepresenting science,27/8/2019
Australian government granted BHP repeated approval to increase carbon emissions,16/2/2020
Coalition's climate policy has allowed heavy industry to increase emissions by nearly a third,16/5/2019
The government's sudden passion for climate technology is newfound and insincere | Simon Holmes a Court,21/2/2020
Is disunity in politics really death any more? I'm not so sure | Katharine Murphy,14/2/2020
Government to take ‘technology over taxation’ approach to climate change,18/2/2020
Labor to tighten emissions regime as it draws climate battle-lines,29/3/2019
Land-clearing wipes out $1bn taxpayer-funded emissions gains,28/5/2018
Global warming is melting Antarctic ice from below | John Abraham,9/5/2018
Greg Hunt hasn't a lot to show for $660m spent on reducing greenhouse emissions,1/5/2015
Is the Australian government really ‘meeting and beating’ its emissions reduction targets?,4/2/2020
Australia could meet tougher emissions target 'with no extra economic pain',11/8/2015
The climate crisis looms as the Coalition fiddles with fossil fuels | Greg Jericho,23/5/2020
Australia ranked worst of 57 countries on climate change policy,11/12/2019
As drought shrivels Lake Powell millions face power crisis,13/7/2022
California’s largest reservoirs at critically low levels – signaling a dry summer ahead,24/6/2022
Ships to sail directly over the north pole by 2050 scientists say,4/3/2013
Iowa teens delighted as Greta Thunberg leads unexpected climate strike,4/10/2019
Atlassian billionaire to announce net zero emissions target at UN climate summit,22/9/2019
Industries hoarding greenhouse gas emission permits,11/3/2010
UK nets €1bn in carbon permit auctions,10/2/2011
UK auctions 4.4m carbon permits as emissions trading markets reopen,10/2/2011
Poland's deadly addiction to coal – in pictures,14/12/2018
G20 nations still led by fossil fuel industry climate report finds,14/11/2018
Act now to prevent an environmental catastrophe | Letter,9/12/2018
Measuring ocean heating is key to tracking global warming | John Abraham,3/2/2016
The 'climate diaspora' trying to save the Paris agreement from Trump,3/12/2018
Trump rolls back climate change rule that restricted new coal plants,6/12/2018
Coal! It will not die OMG | First Dog On The Moon,24/10/2018
Can Kemper become the first US power plant to use 'clean coal'?,12/3/2014
Extinction Rebellion activists arrested at Bank of England protest,14/10/2019
The climate science is clear: it's now or never to avert catastrophe | Bill McKibben,20/11/2019
City of Sydney councillors to vote on declaring climate crisis a national emergency,21/6/2019
Major global firms accused of concealing their environmental impact,16/6/2019
Labour to give Bank of England role in tackling climate crisis,24/6/2019
Meet generation Greta: young climate activists around the world,28/6/2019
Future-proof UK coastal areas against rising sea levels says National Trust,11/4/2014
Britain 'must abandon Churchillian rhetoric' in face of rising seas,12/11/2015
Landmark sites in the US at risk from climate change – in pictures,20/5/2014
